Approved Symbol	Gene family description
RN7SL146P	RNAs, 7SL, cytoplasmic
RN7SL147P	RNAs, 7SL, cytoplasmic
RN7SL148P	RNAs, 7SL, cytoplasmic
RN7SL149P	RNAs, 7SL, cytoplasmic
RN7SL14P	RNAs, 7SL, cytoplasmic
RN7SL150P	RNAs, 7SL, cytoplasmic
RN7SL151P	RNAs, 7SL, cytoplasmic
RN7SL152P	RNAs, 7SL, cytoplasmic
RN7SL153P	RNAs, 7SL, cytoplasmic
RN7SL154P	RNAs, 7SL, cytoplasmic
RN7SL155P	RNAs, 7SL, cytoplasmic
RN7SL156P	RNAs, 7SL, cytoplasmic
RN7SL159P	RNAs, 7SL, cytoplasmic
RN7SL15P	RNAs, 7SL, cytoplasmic
RN7SL160P	RNAs, 7SL, cytoplasmic
RN7SL162P	RNAs, 7SL, cytoplasmic
RN7SL163P	RNAs, 7SL, cytoplasmic
RN7SL164P	RNAs, 7SL, cytoplasmic
RN7SL165P	RNAs, 7SL, cytoplasmic
RN7SL166P	RNAs, 7SL, cytoplasmic
RN7SL167P	RNAs, 7SL, cytoplasmic
RN7SL168P	RNAs, 7SL, cytoplasmic
RN7SL169P	RNAs, 7SL, cytoplasmic
RN7SL16P	RNAs, 7SL, cytoplasmic
RN7SL170P	RNAs, 7SL, cytoplasmic
RN7SL172P	RNAs, 7SL, cytoplasmic
RN7SL173P	RNAs, 7SL, cytoplasmic
RN7SL174P	RNAs, 7SL, cytoplasmic
RN7SL176P	RNAs, 7SL, cytoplasmic
RN7SL177P	RNAs, 7SL, cytoplasmic
RN7SL178P	RNAs, 7SL, cytoplasmic
RN7SL180P	RNAs, 7SL, cytoplasmic
RN7SL181P	RNAs, 7SL, cytoplasmic
RN7SL182P	RNAs, 7SL, cytoplasmic
RN7SL183P	RNAs, 7SL, cytoplasmic
RN7SL184P	RNAs, 7SL, cytoplasmic
RN7SL185P	RNAs, 7SL, cytoplasmic
RN7SL186P	RNAs, 7SL, cytoplasmic
RN7SL187P	RNAs, 7SL, cytoplasmic
RN7SL188P	RNAs, 7SL, cytoplasmic
RN7SL189P	RNAs, 7SL, cytoplasmic
RN7SL18P	RNAs, 7SL, cytoplasmic
RN7SL190P	RNAs, 7SL, cytoplasmic
RN7SL191P	RNAs, 7SL, cytoplasmic
RN7SL192P	RNAs, 7SL, cytoplasmic
RN7SL193P	RNAs, 7SL, cytoplasmic
RN7SL196P	RNAs, 7SL, cytoplasmic
RN7SL197P	RNAs, 7SL, cytoplasmic
RN7SL198P	RNAs, 7SL, cytoplasmic
RN7SL199P	RNAs, 7SL, cytoplasmic
RN7SL19P	RNAs, 7SL, cytoplasmic
RN7SL2	RNAs, 7SL, cytoplasmic
RN7SL200P	RNAs, 7SL, cytoplasmic
RN7SL201P	RNAs, 7SL, cytoplasmic
RN7SL202P	RNAs, 7SL, cytoplasmic
RN7SL203P	RNAs, 7SL, cytoplasmic
RN7SL204P	RNAs, 7SL, cytoplasmic
RN7SL205P	RNAs, 7SL, cytoplasmic
RN7SL208P	RNAs, 7SL, cytoplasmic
RN7SL209P	RNAs, 7SL, cytoplasmic
RN7SL20P	RNAs, 7SL, cytoplasmic
RN7SL210P	RNAs, 7SL, cytoplasmic
RN7SL211P	RNAs, 7SL, cytoplasmic
RN7SL213P	RNAs, 7SL, cytoplasmic
RN7SL214P	RNAs, 7SL, cytoplasmic
RN7SL215P	RNAs, 7SL, cytoplasmic
RN7SL216P	RNAs, 7SL, cytoplasmic
RN7SL217P	RNAs, 7SL, cytoplasmic
RN7SL218P	RNAs, 7SL, cytoplasmic
RN7SL219P	RNAs, 7SL, cytoplasmic
RN7SL220P	RNAs, 7SL, cytoplasmic
RN7SL221P	RNAs, 7SL, cytoplasmic
RN7SL222P	RNAs, 7SL, cytoplasmic
RN7SL223P	RNAs, 7SL, cytoplasmic
RN7SL225P	RNAs, 7SL, cytoplasmic
RN7SL228P	RNAs, 7SL, cytoplasmic
RN7SL229P	RNAs, 7SL, cytoplasmic
RN7SL22P	RNAs, 7SL, cytoplasmic
RN7SL230P	RNAs, 7SL, cytoplasmic
RN7SL231P	RNAs, 7SL, cytoplasmic
RN7SL233P	RNAs, 7SL, cytoplasmic
RN7SL234P	RNAs, 7SL, cytoplasmic
RN7SL236P	RNAs, 7SL, cytoplasmic
RN7SL237P	RNAs, 7SL, cytoplasmic
RN7SL238P	RNAs, 7SL, cytoplasmic
RN7SL239P	RNAs, 7SL, cytoplasmic
RN7SL23P	RNAs, 7SL, cytoplasmic
RN7SL240P	RNAs, 7SL, cytoplasmic
RN7SL241P	RNAs, 7SL, cytoplasmic
RN7SL242P	RNAs, 7SL, cytoplasmic
RN7SL244P	RNAs, 7SL, cytoplasmic
RN7SL246P	RNAs, 7SL, cytoplasmic
RN7SL248P	RNAs, 7SL, cytoplasmic
RN7SL250P	RNAs, 7SL, cytoplasmic
RN7SL251P	RNAs, 7SL, cytoplasmic
RN7SL252P	RNAs, 7SL, cytoplasmic
RN7SL253P	RNAs, 7SL, cytoplasmic
RN7SL254P	RNAs, 7SL, cytoplasmic
RN7SL255P	RNAs, 7SL, cytoplasmic
RN7SL258P	RNAs, 7SL, cytoplasmic
RN7SL259P	RNAs, 7SL, cytoplasmic
RN7SL25P	RNAs, 7SL, cytoplasmic
RN7SL260P	RNAs, 7SL, cytoplasmic
RN7SL261P	RNAs, 7SL, cytoplasmic
RN7SL262P	RNAs, 7SL, cytoplasmic
RN7SL263P	RNAs, 7SL, cytoplasmic
RN7SL265P	RNAs, 7SL, cytoplasmic
RN7SL266P	RNAs, 7SL, cytoplasmic
RN7SL267P	RNAs, 7SL, cytoplasmic
RN7SL268P	RNAs, 7SL, cytoplasmic
RN7SL269P	RNAs, 7SL, cytoplasmic
RN7SL26P	RNAs, 7SL, cytoplasmic
RN7SL270P	RNAs, 7SL, cytoplasmic
RN7SL271P	RNAs, 7SL, cytoplasmic
RN7SL272P	RNAs, 7SL, cytoplasmic
RN7SL273P	RNAs, 7SL, cytoplasmic
RN7SL274P	RNAs, 7SL, cytoplasmic
RN7SL275P	RNAs, 7SL, cytoplasmic
RN7SL277P	RNAs, 7SL, cytoplasmic
RN7SL278P	RNAs, 7SL, cytoplasmic
RN7SL279P	RNAs, 7SL, cytoplasmic
RN7SL280P	RNAs, 7SL, cytoplasmic
RN7SL282P	RNAs, 7SL, cytoplasmic
RN7SL283P	RNAs, 7SL, cytoplasmic
RN7SL284P	RNAs, 7SL, cytoplasmic
RN7SL285P	RNAs, 7SL, cytoplasmic
RN7SL286P	RNAs, 7SL, cytoplasmic
RN7SL288P	RNAs, 7SL, cytoplasmic
RN7SL28P	RNAs, 7SL, cytoplasmic
RN7SL290P	RNAs, 7SL, cytoplasmic
RN7SL291P	RNAs, 7SL, cytoplasmic
RN7SL292P	RNAs, 7SL, cytoplasmic
RN7SL293P	RNAs, 7SL, cytoplasmic
RN7SL294P	RNAs, 7SL, cytoplasmic
RN7SL296P	RNAs, 7SL, cytoplasmic
RN7SL297P	RNAs, 7SL, cytoplasmic
RN7SL299P	RNAs, 7SL, cytoplasmic
RN7SL3	RNAs, 7SL, cytoplasmic
RN7SL300P	RNAs, 7SL, cytoplasmic
RN7SL301P	RNAs, 7SL, cytoplasmic
RN7SL302P	RNAs, 7SL, cytoplasmic
RN7SL303P	RNAs, 7SL, cytoplasmic
RN7SL304P	RNAs, 7SL, cytoplasmic
RN7SL305P	RNAs, 7SL, cytoplasmic
RN7SL306P	RNAs, 7SL, cytoplasmic
RN7SL307P	RNAs, 7SL, cytoplasmic
RN7SL308P	RNAs, 7SL, cytoplasmic
RN7SL309P	RNAs, 7SL, cytoplasmic
RN7SL30P	RNAs, 7SL, cytoplasmic
RN7SL310P	RNAs, 7SL, cytoplasmic
RN7SL311P	RNAs, 7SL, cytoplasmic
RN7SL313P	RNAs, 7SL, cytoplasmic
RN7SL314P	RNAs, 7SL, cytoplasmic
RN7SL316P	RNAs, 7SL, cytoplasmic
RN7SL317P	RNAs, 7SL, cytoplasmic
RN7SL318P	RNAs, 7SL, cytoplasmic
RN7SL319P	RNAs, 7SL, cytoplasmic
RN7SL320P	RNAs, 7SL, cytoplasmic
RN7SL321P	RNAs, 7SL, cytoplasmic
RN7SL322P	RNAs, 7SL, cytoplasmic
RN7SL323P	RNAs, 7SL, cytoplasmic
RN7SL325P	RNAs, 7SL, cytoplasmic
RN7SL326P	RNAs, 7SL, cytoplasmic
RN7SL327P	RNAs, 7SL, cytoplasmic
RN7SL328P	RNAs, 7SL, cytoplasmic
RN7SL329P	RNAs, 7SL, cytoplasmic
RN7SL32P	RNAs, 7SL, cytoplasmic
RN7SL330P	RNAs, 7SL, cytoplasmic
RN7SL331P	RNAs, 7SL, cytoplasmic
RN7SL332P	RNAs, 7SL, cytoplasmic
RN7SL333P	RNAs, 7SL, cytoplasmic
RN7SL334P	RNAs, 7SL, cytoplasmic
RN7SL335P	RNAs, 7SL, cytoplasmic
RN7SL336P	RNAs, 7SL, cytoplasmic
RN7SL337P	RNAs, 7SL, cytoplasmic
RN7SL338P	RNAs, 7SL, cytoplasmic
RN7SL339P	RNAs, 7SL, cytoplasmic
RN7SL33P	RNAs, 7SL, cytoplasmic
RN7SL340P	RNAs, 7SL, cytoplasmic
RN7SL341P	RNAs, 7SL, cytoplasmic
RN7SL342P	RNAs, 7SL, cytoplasmic
RN7SL343P	RNAs, 7SL, cytoplasmic
RN7SL344P	RNAs, 7SL, cytoplasmic
RN7SL346P	RNAs, 7SL, cytoplasmic
RN7SL34P	RNAs, 7SL, cytoplasmic
RN7SL350P	RNAs, 7SL, cytoplasmic
RN7SL351P	RNAs, 7SL, cytoplasmic
RN7SL352P	RNAs, 7SL, cytoplasmic
RN7SL353P	RNAs, 7SL, cytoplasmic
RN7SL354P	RNAs, 7SL, cytoplasmic
RN7SL356P	RNAs, 7SL, cytoplasmic
RN7SL357P	RNAs, 7SL, cytoplasmic
RN7SL359P	RNAs, 7SL, cytoplasmic
RN7SL35P	RNAs, 7SL, cytoplasmic
RN7SL361P	RNAs, 7SL, cytoplasmic
RN7SL362P	RNAs, 7SL, cytoplasmic
RN7SL363P	RNAs, 7SL, cytoplasmic
RN7SL364P	RNAs, 7SL, cytoplasmic
RN7SL366P	RNAs, 7SL, cytoplasmic
RN7SL368P	RNAs, 7SL, cytoplasmic
RN7SL369P	RNAs, 7SL, cytoplasmic
RN7SL36P	RNAs, 7SL, cytoplasmic
RN7SL370P	RNAs, 7SL, cytoplasmic
RN7SL371P	RNAs, 7SL, cytoplasmic
RN7SL372P	RNAs, 7SL, cytoplasmic
RN7SL375P	RNAs, 7SL, cytoplasmic
RN7SL376P	RNAs, 7SL, cytoplasmic
RN7SL377P	RNAs, 7SL, cytoplasmic
RN7SL378P	RNAs, 7SL, cytoplasmic
RN7SL379P	RNAs, 7SL, cytoplasmic
RN7SL37P	RNAs, 7SL, cytoplasmic
RN7SL380P	RNAs, 7SL, cytoplasmic
RN7SL381P	RNAs, 7SL, cytoplasmic
RN7SL382P	RNAs, 7SL, cytoplasmic
RN7SL383P	RNAs, 7SL, cytoplasmic
RN7SL384P	RNAs, 7SL, cytoplasmic
RN7SL385P	RNAs, 7SL, cytoplasmic
RN7SL386P	RNAs, 7SL, cytoplasmic
RN7SL387P	RNAs, 7SL, cytoplasmic
RN7SL388P	RNAs, 7SL, cytoplasmic
RN7SL38P	RNAs, 7SL, cytoplasmic
RN7SL390P	RNAs, 7SL, cytoplasmic
RN7SL391P	RNAs, 7SL, cytoplasmic
RN7SL392P	RNAs, 7SL, cytoplasmic
RN7SL393P	RNAs, 7SL, cytoplasmic
RN7SL394P	RNAs, 7SL, cytoplasmic
RN7SL395P	RNAs, 7SL, cytoplasmic
RN7SL396P	RNAs, 7SL, cytoplasmic
RN7SL397P	RNAs, 7SL, cytoplasmic
RN7SL398P	RNAs, 7SL, cytoplasmic
RN7SL399P	RNAs, 7SL, cytoplasmic
RN7SL39P	RNAs, 7SL, cytoplasmic
RN7SL400P	RNAs, 7SL, cytoplasmic
RN7SL401P	RNAs, 7SL, cytoplasmic
RN7SL402P	RNAs, 7SL, cytoplasmic
RN7SL403P	RNAs, 7SL, cytoplasmic
RN7SL404P	RNAs, 7SL, cytoplasmic
RN7SL405P	RNAs, 7SL, cytoplasmic
RN7SL408P	RNAs, 7SL, cytoplasmic
RN7SL40P	RNAs, 7SL, cytoplasmic
RN7SL411P	RNAs, 7SL, cytoplasmic
RN7SL413P	RNAs, 7SL, cytoplasmic
RN7SL414P	RNAs, 7SL, cytoplasmic
RN7SL415P	RNAs, 7SL, cytoplasmic
RN7SL416P	RNAs, 7SL, cytoplasmic
RN7SL417P	RNAs, 7SL, cytoplasmic
RN7SL418P	RNAs, 7SL, cytoplasmic
RN7SL419P	RNAs, 7SL, cytoplasmic
RN7SL41P	RNAs, 7SL, cytoplasmic
RN7SL420P	RNAs, 7SL, cytoplasmic
RN7SL422P	RNAs, 7SL, cytoplasmic
RN7SL423P	RNAs, 7SL, cytoplasmic
RN7SL424P	RNAs, 7SL, cytoplasmic
RN7SL425P	RNAs, 7SL, cytoplasmic
RN7SL426P	RNAs, 7SL, cytoplasmic
RN7SL428P	RNAs, 7SL, cytoplasmic
RN7SL429P	RNAs, 7SL, cytoplasmic
RN7SL42P	RNAs, 7SL, cytoplasmic
RN7SL430P	RNAs, 7SL, cytoplasmic
RN7SL431P	RNAs, 7SL, cytoplasmic
RN7SL432P	RNAs, 7SL, cytoplasmic
RN7SL434P	RNAs, 7SL, cytoplasmic
RN7SL435P	RNAs, 7SL, cytoplasmic
RN7SL438P	RNAs, 7SL, cytoplasmic
RN7SL43P	RNAs, 7SL, cytoplasmic
RN7SL440P	RNAs, 7SL, cytoplasmic
RN7SL441P	RNAs, 7SL, cytoplasmic
RN7SL442P	RNAs, 7SL, cytoplasmic
RN7SL443P	RNAs, 7SL, cytoplasmic
RN7SL444P	RNAs, 7SL, cytoplasmic
RN7SL445P	RNAs, 7SL, cytoplasmic
RN7SL446P	RNAs, 7SL, cytoplasmic
RN7SL447P	RNAs, 7SL, cytoplasmic
RN7SL448P	RNAs, 7SL, cytoplasmic
RN7SL449P	RNAs, 7SL, cytoplasmic
RN7SL44P	RNAs, 7SL, cytoplasmic
RN7SL451P	RNAs, 7SL, cytoplasmic
RN7SL452P	RNAs, 7SL, cytoplasmic
RN7SL453P	RNAs, 7SL, cytoplasmic
RN7SL454P	RNAs, 7SL, cytoplasmic
RN7SL455P	RNAs, 7SL, cytoplasmic
RN7SL456P	RNAs, 7SL, cytoplasmic
RN7SL457P	RNAs, 7SL, cytoplasmic
RN7SL459P	RNAs, 7SL, cytoplasmic
RN7SL45P	RNAs, 7SL, cytoplasmic
RN7SL460P	RNAs, 7SL, cytoplasmic
RN7SL461P	RNAs, 7SL, cytoplasmic
RN7SL462P	RNAs, 7SL, cytoplasmic
RN7SL464P	RNAs, 7SL, cytoplasmic
RN7SL465P	RNAs, 7SL, cytoplasmic
RN7SL466P	RNAs, 7SL, cytoplasmic
RN7SL468P	RNAs, 7SL, cytoplasmic
RN7SL469P	RNAs, 7SL, cytoplasmic
RN7SL470P	RNAs, 7SL, cytoplasmic
RN7SL471P	RNAs, 7SL, cytoplasmic
RN7SL472P	RNAs, 7SL, cytoplasmic
RN7SL473P	RNAs, 7SL, cytoplasmic
RN7SL474P	RNAs, 7SL, cytoplasmic
RN7SL475P	RNAs, 7SL, cytoplasmic
RN7SL477P	RNAs, 7SL, cytoplasmic
RN7SL478P	RNAs, 7SL, cytoplasmic
RN7SL479P	RNAs, 7SL, cytoplasmic
RN7SL47P	RNAs, 7SL, cytoplasmic
RN7SL480P	RNAs, 7SL, cytoplasmic
RN7SL481P	RNAs, 7SL, cytoplasmic
RN7SL482P	RNAs, 7SL, cytoplasmic
RN7SL483P	RNAs, 7SL, cytoplasmic
RN7SL484P	RNAs, 7SL, cytoplasmic
RN7SL487P	RNAs, 7SL, cytoplasmic
RN7SL488P	RNAs, 7SL, cytoplasmic
RN7SL489P	RNAs, 7SL, cytoplasmic
RN7SL48P	RNAs, 7SL, cytoplasmic
RN7SL491P	RNAs, 7SL, cytoplasmic
RN7SL492P	RNAs, 7SL, cytoplasmic
RN7SL493P	RNAs, 7SL, cytoplasmic
RN7SL494P	RNAs, 7SL, cytoplasmic
RN7SL495P	RNAs, 7SL, cytoplasmic
RN7SL496P	RNAs, 7SL, cytoplasmic
RN7SL497P	RNAs, 7SL, cytoplasmic
RN7SL498P	RNAs, 7SL, cytoplasmic
RN7SL499P	RNAs, 7SL, cytoplasmic
RN7SL49P	RNAs, 7SL, cytoplasmic
RN7SL4P	RNAs, 7SL, cytoplasmic
RN7SL500P	RNAs, 7SL, cytoplasmic
RN7SL502P	RNAs, 7SL, cytoplasmic
RN7SL503P	RNAs, 7SL, cytoplasmic
RN7SL504P	RNAs, 7SL, cytoplasmic
RN7SL505P	RNAs, 7SL, cytoplasmic
RN7SL507P	RNAs, 7SL, cytoplasmic
RN7SL508P	RNAs, 7SL, cytoplasmic
RN7SL509P	RNAs, 7SL, cytoplasmic
RN7SL50P	RNAs, 7SL, cytoplasmic
RN7SL510P	RNAs, 7SL, cytoplasmic
RN7SL513P	RNAs, 7SL, cytoplasmic
RN7SL515P	RNAs, 7SL, cytoplasmic
RN7SL516P	RNAs, 7SL, cytoplasmic
RN7SL517P	RNAs, 7SL, cytoplasmic
RN7SL518P	RNAs, 7SL, cytoplasmic
RN7SL519P	RNAs, 7SL, cytoplasmic
RN7SL51P	RNAs, 7SL, cytoplasmic
RN7SL520P	RNAs, 7SL, cytoplasmic
RN7SL521P	RNAs, 7SL, cytoplasmic
RN7SL523P	RNAs, 7SL, cytoplasmic
RN7SL524P	RNAs, 7SL, cytoplasmic
RN7SL525P	RNAs, 7SL, cytoplasmic
RN7SL526P	RNAs, 7SL, cytoplasmic
RN7SL52P	RNAs, 7SL, cytoplasmic
RN7SL530P	RNAs, 7SL, cytoplasmic
RN7SL531P	RNAs, 7SL, cytoplasmic
RN7SL535P	RNAs, 7SL, cytoplasmic
RN7SL536P	RNAs, 7SL, cytoplasmic
RN7SL538P	RNAs, 7SL, cytoplasmic
RN7SL539P	RNAs, 7SL, cytoplasmic
RN7SL541P	RNAs, 7SL, cytoplasmic
RN7SL542P	RNAs, 7SL, cytoplasmic
RN7SL543P	RNAs, 7SL, cytoplasmic
RN7SL544P	RNAs, 7SL, cytoplasmic
RN7SL545P	RNAs, 7SL, cytoplasmic
RN7SL546P	RNAs, 7SL, cytoplasmic
RN7SL547P	RNAs, 7SL, cytoplasmic
RN7SL549P	RNAs, 7SL, cytoplasmic
RN7SL551P	RNAs, 7SL, cytoplasmic
RN7SL552P	RNAs, 7SL, cytoplasmic
RN7SL553P	RNAs, 7SL, cytoplasmic
RN7SL554P	RNAs, 7SL, cytoplasmic
RN7SL555P	RNAs, 7SL, cytoplasmic
RN7SL556P	RNAs, 7SL, cytoplasmic
RN7SL557P	RNAs, 7SL, cytoplasmic
RN7SL558P	RNAs, 7SL, cytoplasmic
RN7SL559P	RNAs, 7SL, cytoplasmic
RN7SL55P	RNAs, 7SL, cytoplasmic
RN7SL560P	RNAs, 7SL, cytoplasmic
RN7SL561P	RNAs, 7SL, cytoplasmic
RN7SL563P	RNAs, 7SL, cytoplasmic
RN7SL564P	RNAs, 7SL, cytoplasmic
RN7SL565P	RNAs, 7SL, cytoplasmic
RN7SL566P	RNAs, 7SL, cytoplasmic
RN7SL567P	RNAs, 7SL, cytoplasmic
RN7SL568P	RNAs, 7SL, cytoplasmic
RN7SL569P	RNAs, 7SL, cytoplasmic
RN7SL570P	RNAs, 7SL, cytoplasmic
RN7SL571P	RNAs, 7SL, cytoplasmic
RN7SL573P	RNAs, 7SL, cytoplasmic
RN7SL574P	RNAs, 7SL, cytoplasmic
RN7SL575P	RNAs, 7SL, cytoplasmic
RN7SL577P	RNAs, 7SL, cytoplasmic
RN7SL578P	RNAs, 7SL, cytoplasmic
RN7SL57P	RNAs, 7SL, cytoplasmic
RN7SL580P	RNAs, 7SL, cytoplasmic
RN7SL581P	RNAs, 7SL, cytoplasmic
RN7SL582P	RNAs, 7SL, cytoplasmic
RN7SL583P	RNAs, 7SL, cytoplasmic
RN7SL584P	RNAs, 7SL, cytoplasmic
RN7SL585P	RNAs, 7SL, cytoplasmic
RN7SL586P	RNAs, 7SL, cytoplasmic
RN7SL587P	RNAs, 7SL, cytoplasmic
RN7SL589P	RNAs, 7SL, cytoplasmic
RN7SL58P	RNAs, 7SL, cytoplasmic
RN7SL591P	RNAs, 7SL, cytoplasmic
RN7SL592P	RNAs, 7SL, cytoplasmic
RN7SL594P	RNAs, 7SL, cytoplasmic
RN7SL596P	RNAs, 7SL, cytoplasmic
RN7SL597P	RNAs, 7SL, cytoplasmic
RN7SL598P	RNAs, 7SL, cytoplasmic
RN7SL5P	RNAs, 7SL, cytoplasmic
RN7SL600P	RNAs, 7SL, cytoplasmic
RN7SL601P	RNAs, 7SL, cytoplasmic
RN7SL602P	RNAs, 7SL, cytoplasmic
RN7SL604P	RNAs, 7SL, cytoplasmic
RN7SL605P	RNAs, 7SL, cytoplasmic
RN7SL606P	RNAs, 7SL, cytoplasmic
RN7SL607P	RNAs, 7SL, cytoplasmic
RN7SL608P	RNAs, 7SL, cytoplasmic
RN7SL60P	RNAs, 7SL, cytoplasmic
RN7SL610P	RNAs, 7SL, cytoplasmic
RN7SL612P	RNAs, 7SL, cytoplasmic
RN7SL614P	RNAs, 7SL, cytoplasmic
RN7SL615P	RNAs, 7SL, cytoplasmic
RN7SL616P	RNAs, 7SL, cytoplasmic
RN7SL617P	RNAs, 7SL, cytoplasmic
RN7SL618P	RNAs, 7SL, cytoplasmic
RN7SL619P	RNAs, 7SL, cytoplasmic
RN7SL620P	RNAs, 7SL, cytoplasmic
RN7SL621P	RNAs, 7SL, cytoplasmic
RN7SL622P	RNAs, 7SL, cytoplasmic
RN7SL623P	RNAs, 7SL, cytoplasmic
RN7SL624P	RNAs, 7SL, cytoplasmic
RN7SL625P	RNAs, 7SL, cytoplasmic
RN7SL627P	RNAs, 7SL, cytoplasmic
RN7SL628P	RNAs, 7SL, cytoplasmic
RN7SL629P	RNAs, 7SL, cytoplasmic
RN7SL62P	RNAs, 7SL, cytoplasmic
RN7SL630P	RNAs, 7SL, cytoplasmic
RN7SL632P	RNAs, 7SL, cytoplasmic
RN7SL633P	RNAs, 7SL, cytoplasmic
RN7SL634P	RNAs, 7SL, cytoplasmic
RN7SL635P	RNAs, 7SL, cytoplasmic
RN7SL636P	RNAs, 7SL, cytoplasmic
RN7SL638P	RNAs, 7SL, cytoplasmic
RN7SL63P	RNAs, 7SL, cytoplasmic
RN7SL640P	RNAs, 7SL, cytoplasmic
RN7SL643P	RNAs, 7SL, cytoplasmic
RN7SL644P	RNAs, 7SL, cytoplasmic
RN7SL645P	RNAs, 7SL, cytoplasmic
RN7SL646P	RNAs, 7SL, cytoplasmic
RN7SL647P	RNAs, 7SL, cytoplasmic
RN7SL648P	RNAs, 7SL, cytoplasmic
RN7SL649P	RNAs, 7SL, cytoplasmic
RN7SL650P	RNAs, 7SL, cytoplasmic
RN7SL652P	RNAs, 7SL, cytoplasmic
RN7SL653P	RNAs, 7SL, cytoplasmic
RN7SL654P	RNAs, 7SL, cytoplasmic
RN7SL655P	RNAs, 7SL, cytoplasmic
RN7SL656P	RNAs, 7SL, cytoplasmic
RN7SL657P	RNAs, 7SL, cytoplasmic
RN7SL658P	RNAs, 7SL, cytoplasmic
RN7SL659P	RNAs, 7SL, cytoplasmic
RN7SL65P	RNAs, 7SL, cytoplasmic
RN7SL660P	RNAs, 7SL, cytoplasmic
RN7SL663P	RNAs, 7SL, cytoplasmic
RN7SL664P	RNAs, 7SL, cytoplasmic
RN7SL665P	RNAs, 7SL, cytoplasmic
RN7SL666P	RNAs, 7SL, cytoplasmic
RN7SL667P	RNAs, 7SL, cytoplasmic
RN7SL668P	RNAs, 7SL, cytoplasmic
RN7SL66P	RNAs, 7SL, cytoplasmic
RN7SL670P	RNAs, 7SL, cytoplasmic
RN7SL671P	RNAs, 7SL, cytoplasmic
RN7SL672P	RNAs, 7SL, cytoplasmic
RN7SL673P	RNAs, 7SL, cytoplasmic
RN7SL674P	RNAs, 7SL, cytoplasmic
RN7SL675P	RNAs, 7SL, cytoplasmic
RN7SL676P	RNAs, 7SL, cytoplasmic
RN7SL677P	RNAs, 7SL, cytoplasmic
RN7SL678P	RNAs, 7SL, cytoplasmic
RN7SL679P	RNAs, 7SL, cytoplasmic
RN7SL67P	RNAs, 7SL, cytoplasmic
RN7SL680P	RNAs, 7SL, cytoplasmic
RN7SL681P	RNAs, 7SL, cytoplasmic
RN7SL683P	RNAs, 7SL, cytoplasmic
RN7SL684P	RNAs, 7SL, cytoplasmic
RN7SL685P	RNAs, 7SL, cytoplasmic
RN7SL687P	RNAs, 7SL, cytoplasmic
RN7SL688P	RNAs, 7SL, cytoplasmic
RN7SL689P	RNAs, 7SL, cytoplasmic
RN7SL68P	RNAs, 7SL, cytoplasmic
RN7SL690P	RNAs, 7SL, cytoplasmic
RN7SL691P	RNAs, 7SL, cytoplasmic
RN7SL692P	RNAs, 7SL, cytoplasmic
RN7SL693P	RNAs, 7SL, cytoplasmic
RN7SL697P	RNAs, 7SL, cytoplasmic
RN7SL698P	RNAs, 7SL, cytoplasmic
RN7SL69P	RNAs, 7SL, cytoplasmic
RN7SL6P	RNAs, 7SL, cytoplasmic
RN7SL700P	RNAs, 7SL, cytoplasmic
RN7SL702P	RNAs, 7SL, cytoplasmic
RN7SL703P	RNAs, 7SL, cytoplasmic
RN7SL704P	RNAs, 7SL, cytoplasmic
RN7SL705P	RNAs, 7SL, cytoplasmic
RN7SL706P	RNAs, 7SL, cytoplasmic
RN7SL708P	RNAs, 7SL, cytoplasmic
RN7SL709P	RNAs, 7SL, cytoplasmic
RN7SL70P	RNAs, 7SL, cytoplasmic
RN7SL711P	RNAs, 7SL, cytoplasmic
RN7SL712P	RNAs, 7SL, cytoplasmic
RN7SL713P	RNAs, 7SL, cytoplasmic
RN7SL714P	RNAs, 7SL, cytoplasmic
RN7SL715P	RNAs, 7SL, cytoplasmic
RN7SL716P	RNAs, 7SL, cytoplasmic
RN7SL717P	RNAs, 7SL, cytoplasmic
RN7SL718P	RNAs, 7SL, cytoplasmic
RN7SL719P	RNAs, 7SL, cytoplasmic
RN7SL720P	RNAs, 7SL, cytoplasmic
RN7SL722P	RNAs, 7SL, cytoplasmic
RN7SL724P	RNAs, 7SL, cytoplasmic
RN7SL725P	RNAs, 7SL, cytoplasmic
RN7SL726P	RNAs, 7SL, cytoplasmic
RN7SL727P	RNAs, 7SL, cytoplasmic
RN7SL728P	RNAs, 7SL, cytoplasmic
RN7SL72P	RNAs, 7SL, cytoplasmic
RN7SL731P	RNAs, 7SL, cytoplasmic
RN7SL732P	RNAs, 7SL, cytoplasmic
RN7SL733P	RNAs, 7SL, cytoplasmic
RN7SL734P	RNAs, 7SL, cytoplasmic
RN7SL735P	RNAs, 7SL, cytoplasmic
RN7SL736P	RNAs, 7SL, cytoplasmic
RN7SL737P	RNAs, 7SL, cytoplasmic
RN7SL738P	RNAs, 7SL, cytoplasmic
RN7SL73P	RNAs, 7SL, cytoplasmic
RN7SL740P	RNAs, 7SL, cytoplasmic
RN7SL741P	RNAs, 7SL, cytoplasmic
RN7SL743P	RNAs, 7SL, cytoplasmic
RN7SL744P	RNAs, 7SL, cytoplasmic
RN7SL745P	RNAs, 7SL, cytoplasmic
RN7SL748P	RNAs, 7SL, cytoplasmic
RN7SL749P	RNAs, 7SL, cytoplasmic
RN7SL74P	RNAs, 7SL, cytoplasmic
RN7SL750P	RNAs, 7SL, cytoplasmic
